Time,Time Code,Country Name,Country Code,OECD,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","GNI per capita, Atlas method (current US$)","GNI, Atlas method (current US$)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)",Current health expenditure (% of GDP)
1975,YR1975,Japan,JPN,Yes,76.89,71.73,74.24707317,5230,5.83915E+11,13.3,11.6,14.9,..
1975,YR1975,"Korea, Rep.",KOR,Yes,68.2,60.3,64.15365854,660,23174959985,45.9,42.6,49.2,..
1975,YR1975,Latvia,LVA,Yes,74.16,63.94,68.92536585,..,..,..,..,..,..
1975,YR1975,Lithuania,LTU,Yes,75.6,66.36,70.86731707,..,..,22.8,19.7,25.8,..
1975,YR1975,Luxembourg,LUX,Yes,73.843,66.923,70.29860976,7890,2831741111,16.7,14.6,18.6,..
1975,YR1975,Mexico,MEX,Yes,65.85,59.991,62.81,1480,87094321132,88.3,82.9,93.4,..
1975,YR1975,Netherlands,NLD,Yes,77.7,71.45,74.49878049,7470,1.02141E+11,13.1,11.4,14.7,..
1975,YR1975,New Zealand,NZL,Yes,75.6,69,72.2195122,..,..,18.3,15.8,20.7,..
1975,YR1975,Norway,NOR,Yes,78.07,71.72,74.81756098,8380,33591561450,12.9,11.1,14.7,..
1975,YR1975,Poland,POL,Yes,74.3,67,70.56097561,..,..,27.8,23.9,31.5,..
1975,YR1975,Portugal,PRT,Yes,72.1,64.7,68.3097561,2210,20097866940,43.6,38.7,48.3,..
1975,YR1975,Slovak Republic,SVK,Yes,73.936,66.847,70.30504878,..,..,..,..,..,..
1975,YR1975,Slovenia,SVN,Yes,74.2,66.7,70.35853659,..,..,..,..,..,..
1975,YR1975,Spain,ESP,Yes,76.31,70.47,73.31878049,3240,1.1601E+11,21.7,19.1,24.2,..
1975,YR1975,Sweden,SWE,Yes,77.94,72.17,74.98463415,10160,83268863485,10.3,9,11.6,..
1975,YR1975,Switzerland,CHE,Yes,78,71.49,74.66560976,..,..,13.8,11.8,15.7,..
1975,YR1975,Turkiye,TUR,Yes,63.048,56.558,59.497,1100,43682287395,158.1,153.6,162.3,..
1975,YR1975,United Kingdom,GBR,Yes,75.9,69.7,72.72439024,4890,2.75158E+11,18,15.8,20.1,..
1975,YR1975,United States,USA,Yes,76.6,68.8,72.60487805,8510,1.83762E+12,18.8,16.6,20.9,..
1974,YR1974,Australia,AUS,Yes,75.76,68.88,72.23609756,5950,81630726163,18.4,16,20.7,..
1974,YR1974,Austria,AUT,Yes,74.7,67.5,71.01219512,4650,35357094636,25.2,21.7,28.5,..
1974,YR1974,Belgium,BEL,Yes,75.31,68.82,71.98585366,6000,58593476576,19.6,17,22,..
1974,YR1974,Canada,CAN,Yes,76.91,69.74,73.23756098,..,..,17.9,15.9,19.9,..
1974,YR1974,Chile,CHL,Yes,67.644,62.261,64.901,1650,17227987571,71.1,65.1,76.7,..
1974,YR1974,Colombia,COL,Yes,65.929,61.354,63.64,560,12837045296,82.2,75.9,88.3,..
1974,YR1974,Costa Rica,CRI,Yes,71.028,66.09,68.454,880,1801372897,51.7,46.7,56.6,..
1974,YR1974,Czechia,CZE,Yes,73.59,66.75,70.08658537,..,..,..,..,..,..
1974,YR1974,Denmark,DNK,Yes,76.82,70.94,73.80829268,6800,34294632170,13.1,11,15.1,..
1974,YR1974,Estonia,EST,Yes,74.799,65.583,70.07860976,..,..,..,..,..,..
1974,YR1974,Finland,FIN,Yes,75.55,66.93,71.13487805,5130,24079600334,13.1,11.3,14.7,..
1974,YR1974,France,FRA,Yes,76.6,68.8,72.60487805,5810,3.10283E+11,15.4,13.4,17.4,..
1974,YR1974,Germany,DEU,Yes,74.593,68.396,71.41892683,5800,4.57649E+11,22,18.9,24.9,..
1974,YR1974,Greece,GRC,Yes,75.911,71.039,73.41558537,..,..,27.3,24.7,29.7,..
1974,YR1974,Hungary,HUN,Yes,72.27,66.37,69.24804878,..,..,37.9,33.7,41.9,..
1974,YR1974,Iceland,ISL,Yes,78.01,71.18,74.51170732,..,..,13.5,12.1,14.9,..
1974,YR1974,Ireland,IRL,Yes,73.84,68.638,71.17556098,2990,9394407687,20.6,18.2,22.9,..
1974,YR1974,Israel,ISR,Yes,73.27,70.13,71.66170732,..,..,26.5,24.1,28.8,..
1974,YR1974,Italy,ITA,Yes,75.91,69.71,72.73439024,3930,2.16605E+11,25.3,22.4,28,..
1974,YR1974,Japan,JPN,Yes,76.31,71.16,73.67219512,4490,4.94417E+11,14,12.2,15.8,..
1974,YR1974,"Korea, Rep.",KOR,Yes,67.8,60,63.80487805,550,19026524456,48.1,44.6,51.4,..
1974,YR1974,Latvia,LVA,Yes,74.74,64.98,69.74097561,..,..,..,..,..,..
1974,YR1974,Lithuania,LTU,Yes,75.69,67.01,71.24414634,..,..,22.3,19.3,25.2,..
1974,YR1974,Luxembourg,LUX,Yes,73.846,66.644,70.15717073,6850,2432491586,17.7,15.4,19.7,..
1974,YR1974,Mexico,MEX,Yes,65.288,59.816,62.459,1230,70206118790,91.8,86.3,96.9,..
1974,YR1974,Netherlands,NLD,Yes,77.61,71.61,74.53682927,6240,84513214964,13.6,11.8,15.3,..
1974,YR1974,New Zealand,NZL,Yes,75.1,68.9,71.92439024,..,..,18.9,16.3,21.3,..
1974,YR1974,Norway,NOR,Yes,77.96,71.7,74.75365854,6750,26912103220,13.6,11.6,15.5,..
1974,YR1974,Poland,POL,Yes,74.6,67.8,71.11707317,..,..,29,25,32.8,..
1974,YR1974,Portugal,PRT,Yes,71.4,64.8,68.0195122,2070,18079251820,47.9,42.7,52.9,..
1974,YR1974,Slovak Republic,SVK,Yes,73.699,66.825,70.17817073,..,..,..,..,..,..
1974,YR1974,Slovenia,SVN,Yes,73.9,66.6,70.16097561,..,..,..,..,..,..
1974,YR1974,Spain,ESP,Yes,75.92,70.16,72.9697561,2730,96694794533,23.3,20.5,26,..
1974,YR1974,Sweden,SWE,Yes,77.9,72.2,74.9804878,8580,70004267795,11,9.5,12.3,..
1974,YR1974,Switzerland,CHE,Yes,77.56,71.17,74.28707317,..,..,14.8,12.6,16.8,..
1974,YR1974,Turkiye,TUR,Yes,62.571,56.121,59.051,850,32866831299,164.1,159.8,168.1,..
1974,YR1974,United Kingdom,GBR,Yes,75.7,69.5,72.52439024,4370,2.45976E+11,18.7,16.4,21,..
1974,YR1974,United States,USA,Yes,75.9,68.2,71.95609756,7980,1.7075E+12,19.7,17.2,22,..
1973,YR1973,Australia,AUS,Yes,75.34,68.52,71.84682927,4650,62230361348,19.4,16.9,21.8,..
1973,YR1973,Austria,AUT,Yes,74.6,67.6,71.01463415,3580,27135197432,26.9,23.1,30.5,..
1973,YR1973,Belgium,BEL,Yes,74.98,68.45,71.63536585,4690,45680738547,20.8,18.1,23.3,..
1973,YR1973,Canada,CAN,Yes,76.83,69.67,73.16268293,..,..,18.9,16.7,21.1,..
1973,YR1973,Chile,CHL,Yes,67.334,60.696,63.905,1350,13952664622,75.5,69.3,81.4,..
1973,YR1973,Colombia,COL,Yes,65.314,60.806,63.06,470,10561444088,86.2,79.9,92.3,..
1973,YR1973,Costa Rica,CRI,Yes,70.297,65.773,67.953,750,1511754479,58.3,53.1,63.3,..
1973,YR1973,Czechia,CZE,Yes,73.69,66.53,70.02268293,..,..,..,..,..,..
1973,YR1973,Denmark,DNK,Yes,76.53,70.97,73.68219512,5580,28034441482,13.9,11.7,16.1,..
1973,YR1973,Estonia,EST,Yes,74.358,65.458,69.79946341,..,..,..,..,..,..
1973,YR1973,Finland,FIN,Yes,75.69,66.97,71.22365854,4030,18794813604,13.9,12,15.6,..
1973,YR1973,France,FRA,Yes,76.3,68.6,72.35609756,4700,2.49515E+11,15.9,13.9,17.9,..
1973,YR1973,Germany,DEU,Yes,74.334,68.045,71.11280488,4670,3.68876E+11,23.1,19.8,26.2,..
1973,YR1973,Greece,GRC,Yes,75.524,70.561,72.98197561,..,..,27.6,25.2,29.9,..
1973,YR1973,Hungary,HUN,Yes,72.54,66.64,69.51804878,..,..,38.7,34.3,42.9,..
1973,YR1973,Iceland,ISL,Yes,77.56,71.49,74.45097561,..,..,14.2,12.7,15.6,..
1973,YR1973,Ireland,IRL,Yes,73.887,68.719,71.23997561,2540,7835495354,21.1,18.6,23.4,..
1973,YR1973,Israel,ISR,Yes,73.23,70.23,71.69341463,..,..,27.2,24.7,29.6,..
1973,YR1973,Italy,ITA,Yes,75.12,69.08,72.02634146,3250,1.78092E+11,27.6,24.4,30.6,..
1973,YR1973,Japan,JPN,Yes,76.02,70.7,73.29512195,3660,3.98275E+11,14.8,12.9,16.7,..
1973,YR1973,"Korea, Rep.",KOR,Yes,67.3,59.7,63.40731707,430,14573219104,50.6,47,54,..
1973,YR1973,Latvia,LVA,Yes,74.5,65.35,69.81341463,..,..,..,..,..,..
1973,YR1973,Lithuania,LTU,Yes,75.65,67.22,71.33219512,..,..,21.3,18.5,24.1,..
1973,YR1973,Luxembourg,LUX,Yes,74.362,66.315,70.24036585,5200,1823147689,18.7,16.4,21,..
1973,YR1973,Mexico,MEX,Yes,64.698,59.571,62.055,1010,55653853020,95.4,89.8,100.6,..
1973,YR1973,Netherlands,NLD,Yes,77.13,71.3,74.14390244,4970,66754026004,14.1,12.3,15.9,..
1973,YR1973,New Zealand,NZL,Yes,75.1,68.4,71.66829268,..,..,19.4,16.7,21.9,..
1973,YR1973,Norway,NOR,Yes,77.71,71.33,74.44219512,5320,21068655182,14.3,12.2,16.3,..
1973,YR1973,Poland,POL,Yes,74.3,67.2,70.66341463,..,..,30.5,26.2,34.7,..
1973,YR1973,Portugal,PRT,Yes,70.7,64.5,67.52439024,1700,14663886161,52.4,47.1,57.4,..
1973,YR1973,Slovak Republic,SVK,Yes,73.407,66.797,70.02139024,..,..,..,..,..,..
1973,YR1973,Slovenia,SVN,Yes,73.4,65.6,69.40487805,..,..,..,..,..,..
1973,YR1973,Spain,ESP,Yes,75.52,69.84,72.61073171,2090,72965740271,25.2,22.1,28.1,..
1973,YR1973,Sweden,SWE,Yes,77.71,72.16,74.86731707,7050,57368847125,11.6,10.1,13.1,..
1973,YR1973,Switzerland,CHE,Yes,77.05,70.98,73.94097561,..,..,15.7,13.5,17.9,..
1973,YR1973,Turkiye,TUR,Yes,61.972,55.631,58.521,640,24161836687,169.9,165.9,173.8,..
1973,YR1973,United Kingdom,GBR,Yes,75.5,69.3,72.32439024,3920,2.20062E+11,19.4,17,21.7,..
1973,YR1973,United States,USA,Yes,75.3,67.6,71.35609756,7290,1.54467E+12,20.6,18,23,..
1972,YR1972,Australia,AUS,Yes,74.92,68.16,71.45756098,3890,51220288538,20.3,17.7,22.8,..
1972,YR1972,Austria,AUT,Yes,74.1,67,70.46341463,2760,20827473371,28.1,24.2,31.8,..
1972,YR1972,Belgium,BEL,Yes,74.76,68.21,71.40512195,3640,35350537141,22,19.1,24.7,..
1972,YR1972,Canada,CAN,Yes,76.55,69.49,72.93390244,..,..,19.9,17.5,22.2,..
1972,YR1972,Chile,CHL,Yes,65.722,59.11,62.281,1140,11569216732,77.8,71.8,83.5,..
1972,YR1972,Colombia,COL,Yes,64.745,60.383,62.569,400,8862818772,90.1,83.7,96.2,..
1972,YR1972,Costa Rica,CRI,Yes,69.152,64.458,66.716,630,1230659066,64.6,59,69.9,..
1972,YR1972,Czechia,CZE,Yes,73.68,66.84,70.17658537,..,..,..,..,..,..
1972,YR1972,Denmark,DNK,Yes,76.21,70.8,73.43902439,4310,21514465476,14.9,12.5,17.1,..
1972,YR1972,Estonia,EST,Yes,74.269,65.138,69.59214634,..,..,..,..,..,..
1972,YR1972,Finland,FIN,Yes,75.02,66.6,70.70731707,3170,14709102154,14.6,12.6,16.5,..
1972,YR1972,France,FRA,Yes,76,68.4,72.10731707,3680,1.9363E+11,16.6,14.5,18.6,..
1972,YR1972,Germany,DEU,Yes,74.111,67.855,70.90670732,3600,2.83276E+11,24,20.7,27.1,..
1972,YR1972,Greece,GRC,Yes,75.295,70.39,72.78268293,..,..,27.9,25.5,30.1,..
1972,YR1972,Hungary,HUN,Yes,72.62,66.85,69.66463415,..,..,38.3,33.9,42.4,..
1972,YR1972,Iceland,ISL,Yes,76.94,72.09,74.45585366,..,..,14.8,13.2,16.3,..
1972,YR1972,Ireland,IRL,Yes,73.573,68.592,71.0217561,2070,6276788927,21.4,19,23.7,..
1972,YR1972,Israel,ISR,Yes,72,70.2,71.07804878,..,..,27.7,25.1,30.1,..
1972,YR1972,Italy,ITA,Yes,75.21,69.09,72.07536585,2620,1.42235E+11,29.8,26.5,33,..
1972,YR1972,Japan,JPN,Yes,75.94,70.5,73.15365854,2760,2.95633E+11,15.7,13.6,17.6,..
1972,YR1972,"Korea, Rep.",KOR,Yes,66.8,59.4,63.0097561,340,11544765073,53.6,49.9,57,..
1972,YR1972,Latvia,LVA,Yes,74.76,65.23,69.87878049,..,..,..,..,..,..
1972,YR1972,Lithuania,LTU,Yes,75.45,66.81,71.02463415,..,..,20.8,18,23.3,..
1972,YR1972,Luxembourg,LUX,Yes,73.93,66.885,70.32158537,4050,1404364249,19.9,17.4,22.3,..
1972,YR1972,Mexico,MEX,Yes,64.093,59.272,61.614,840,44861135784,99.1,93.4,104.3,..
1972,YR1972,Netherlands,NLD,Yes,76.79,70.81,73.72707317,3770,50290871658,14.7,12.7,16.6,..
1972,YR1972,New Zealand,NZL,Yes,74.8,69,71.82926829,..,..,19.9,17.2,22.4,..
1972,YR1972,Norway,NOR,Yes,77.51,71.33,74.34463415,4230,16655681854,15,12.7,17.1,..
1972,YR1972,Poland,POL,Yes,74.2,67.3,70.66585366,..,..,32.4,27.9,36.6,..
1972,YR1972,Portugal,PRT,Yes,71.5,65.3,68.32439024,1270,10982046529,57.5,51.9,62.9,..
1972,YR1972,Slovak Republic,SVK,Yes,73.838,66.927,70.29821951,..,..,..,..,..,..
1972,YR1972,Slovenia,SVN,Yes,72.9,65.4,69.05853659,..,..,..,..,..,..
1972,YR1972,Spain,ESP,Yes,75.63,70.14,72.81804878,1590,55060333884,27.2,24,30.1,..
1972,YR1972,Sweden,SWE,Yes,77.53,72.04,74.71804878,5670,46091989213,12.3,10.6,13.9,..
1972,YR1972,Switzerland,CHE,Yes,76.82,70.62,73.64439024,..,..,16.7,14.3,19,..
1972,YR1972,Turkiye,TUR,Yes,61.39,55.256,58.069,550,20456026226,175.6,171.8,179.4,..
1972,YR1972,United Kingdom,GBR,Yes,75.3,69.1,72.12439024,3210,1.80021E+11,20,17.5,22.4,..
1972,YR1972,United States,USA,Yes,75.1,67.4,71.15609756,6280,1.31755E+12,21.5,18.7,24.1,..
1971,YR1971,Australia,AUS,Yes,74.5,67.8,71.06829268,3470,44927902383,21,18.3,23.5,..
1971,YR1971,Austria,AUT,Yes,73.7,66.7,70.11463415,2320,17375538465,28.7,24.7,32.5,..
1971,YR1971,Belgium,BEL,Yes,74.4,67.88,71.0604878,3080,29788312229,23.1,20,26.1,..
1971,YR1971,Canada,CAN,Yes,76.63,69.6,73.02926829,..,..,20.9,18.3,23.4,..
1971,YR1971,Chile,CHL,Yes,65.637,59.995,62.732,1050,10496638856,78.8,73.4,84,..
1971,YR1971,Colombia,COL,Yes,64.177,59.913,62.051,370,7813262976,93.9,87.4,100,..
1971,YR1971,Costa Rica,CRI,Yes,68.769,64.016,66.301,560,1076556681,70.1,64.5,75.5,..
1971,YR1971,Czechia,CZE,Yes,73.37,66.16,69.67707317,..,..,..,..,..,..
1971,YR1971,Denmark,DNK,Yes,76.16,70.8,73.41463415,3670,18209806845,15.8,13.2,18.2,..
1971,YR1971,Estonia,EST,Yes,74.491,65.362,69.81517073,..,..,..,..,..,..
1971,YR1971,Finland,FIN,Yes,74.32,65.92,70.01756098,2690,12401398804,15.4,13.3,17.4,..
1971,YR1971,France,FRA,Yes,75.8,68.2,71.90731707,3260,1.70067E+11,17.4,15.2,19.5,..
1971,YR1971,Germany,DEU,Yes,73.795,67.707,70.6767561,..,..,24.9,21.5,28.1,..
1971,YR1971,Greece,GRC,Yes,75.485,70.652,73.00956098,..,..,28.9,26.5,31.2,..
1971,YR1971,Hungary,HUN,Yes,72.1,66.15,69.05243902,..,..,38,33.8,42.1,..
1971,YR1971,Iceland,ISL,Yes,76.49,70.79,73.5704878,..,..,15.4,13.7,16.9,..
1971,YR1971,Ireland,IRL,Yes,74.181,69.29,71.67585366,..,..,21.7,19.3,24,..
1971,YR1971,Israel,ISR,Yes,73.44,70.08,71.71902439,..,..,28.1,25.6,30.5,..
1971,YR1971,Italy,ITA,Yes,74.88,68.88,71.80682927,2250,1.21888E+11,31.9,28.4,35.2,..
1971,YR1971,Japan,JPN,Yes,75.58,70.17,72.80902439,2170,2.29019E+11,16.5,14.4,18.5,..
1971,YR1971,"Korea, Rep.",KOR,Yes,66.3,59.1,62.61219512,310,10354797467,57.1,53.4,60.8,..
1971,YR1971,Latvia,LVA,Yes,74.8,65.75,70.16463415,..,..,..,..,..,..
1971,YR1971,Lithuania,LTU,Yes,76.13,67.55,71.73536585,..,..,21.4,18.6,24.1,..
1971,YR1971,Luxembourg,LUX,Yes,72.881,65.685,69.1952439,3440,1179331800,21.1,18.5,23.6,..
1971,YR1971,Mexico,MEX,Yes,63.495,58.934,61.155,750,38690930941,102.8,97.2,108.1,..
1971,YR1971,Netherlands,NLD,Yes,76.77,70.99,73.8095122,3230,42568422428,15.3,13.1,17.3,..
1971,YR1971,New Zealand,NZL,Yes,75,68.7,71.77317073,..,..,20.3,17.6,22.9,..
1971,YR1971,Norway,NOR,Yes,77.36,71.15,74.17926829,3580,13970010734,15.6,13.3,17.8,..
1971,YR1971,Poland,POL,Yes,73.3,66.1,69.61219512,..,..,34.3,29.8,38.6,..
1971,YR1971,Portugal,PRT,Yes,70.1,63.6,66.77073171,1070,9280804482,63.4,57.4,69,..
1971,YR1971,Slovak Republic,SVK,Yes,73.262,66.625,69.86256098,..,..,..,..,..,..
1971,YR1971,Slovenia,SVN,Yes,72.65,65.2,68.83414634,..,..,..,..,..,..
1971,YR1971,Spain,ESP,Yes,74.56,68.84,71.6302439,1310,44759755923,29.3,25.9,32.6,..
1971,YR1971,Sweden,SWE,Yes,77.4,71.98,74.62390244,4990,40423891702,12.9,11,14.6,..
1971,YR1971,Switzerland,CHE,Yes,76.25,70.16,73.13073171,..,..,17.6,15,20,..
1971,YR1971,Turkiye,TUR,Yes,60.688,54.623,57.409,530,19203104157,181.3,177.7,184.8,..
1971,YR1971,United Kingdom,GBR,Yes,75.5,69.2,72.27317073,2800,1.5667E+11,20.6,18,23.1,..
1971,YR1971,United States,USA,Yes,75,67.4,71.10731707,5620,1.16773E+12,22.4,19.6,25,..
1970,YR1970,Australia,AUS,Yes,74.44,67.76,71.01853659,3270,40943168050,21.5,18.7,24.1,..
1970,YR1970,Austria,AUT,Yes,73.5,66.5,69.91463415,2070,15443421415,29,25,32.8,..
1970,YR1970,Belgium,BEL,Yes,74.25,67.85,70.97195122,2790,26939395914,24,20.7,27.2,..
1970,YR1970,Canada,CAN,Yes,76.25,69.32,72.7004878,..,..,22,19.2,24.5,..
1970,YR1970,Chile,CHL,Yes,65.223,59.895,62.491,880,8637792966,79.9,74.1,85.4,..
1970,YR1970,Colombia,COL,Yes,63.668,59.459,61.569,340,7103010744,97.5,90.9,103.7,..
1970,YR1970,Costa Rica,CRI,Yes,67.74,63.154,65.361,520,958130613.9,74.8,69.3,80,..
1970,YR1970,Czechia,CZE,Yes,73,66.05,69.4402439,..,..,..,..,..,..
1970,YR1970,Denmark,DNK,Yes,75.93,70.88,73.34341463,3310,16308902815,16.6,13.9,19.2,..
1970,YR1970,Estonia,EST,Yes,74.005,65.034,69.41009756,..,..,..,..,..,..
1970,YR1970,Finland,FIN,Yes,74.4,66.16,70.1795122,2460,11334522614,16.1,14,18.2,..
1970,YR1970,France,FRA,Yes,75.5,68,71.65853659,3040,1.57085E+11,18.2,15.9,20.5,..
1970,YR1970,Germany,DEU,Yes,73.547,67.495,70.44719512,..,..,25.6,22.2,29,..
1970,YR1970,Greece,GRC,Yes,75.32,70.343,72.77080488,..,..,31.1,28.5,33.6,..
1970,YR1970,Hungary,HUN,Yes,72.12,66.35,69.16463415,..,..,38.6,34.4,42.7,..
1970,YR1970,Iceland,ISL,Yes,77.34,70.69,73.93390244,..,..,16,14.2,17.6,..
1970,YR1970,Ireland,IRL,Yes,73.335,68.584,70.90156098,..,..,22.2,19.8,24.5,..
1970,YR1970,Israel,ISR,Yes,72.96,69.55,71.21341463,..,..,28.6,26.2,30.8,..
1970,YR1970,Italy,ITA,Yes,74.55,68.71,71.55878049,2060,1.10752E+11,33.6,30,37,..
1970,YR1970,Japan,JPN,Yes,74.66,69.31,71.9197561,1900,1.96622E+11,17.5,15.2,19.6,..
1970,YR1970,"Korea, Rep.",KOR,Yes,65.8,58.7,62.16341463,280,8966431878,61.3,57.5,65,..
1970,YR1970,Latvia,LVA,Yes,74.23,65.65,69.83536585,..,..,..,..,..,..
1970,YR1970,Lithuania,LTU,Yes,75.03,66.78,70.80439024,..,..,23.1,20.1,25.9,..
1970,YR1970,Luxembourg,LUX,Yes,73.259,66.102,69.59321951,3220,1091596904,22.3,19.6,25,..
1970,YR1970,Mexico,MEX,Yes,62.918,58.575,60.69,700,35266740049,106.6,100.9,112.1,..
1970,YR1970,Netherlands,NLD,Yes,76.5,70.81,73.58560976,2830,36867399623,15.8,13.6,17.9,..
1970,YR1970,New Zealand,NZL,Yes,74.5,68.2,71.27317073,..,..,20.8,18,23.4,..
1970,YR1970,Norway,NOR,Yes,77.32,71.01,74.08804878,3130,12133628501,16.2,13.8,18.5,..
1970,YR1970,Poland,POL,Yes,73.3,66.6,69.86829268,..,..,36.1,31.5,40.5,..
1970,YR1970,Portugal,PRT,Yes,70.3,64,67.07317073,950,8222319974,68.8,63,74.4,..
1970,YR1970,Slovak Republic,SVK,Yes,72.922,66.656,69.71258537,..,..,..,..,..,..
1970,YR1970,Slovenia,SVN,Yes,72.4,65,68.6097561,..,..,..,..,..,..
1970,YR1970,Spain,ESP,Yes,74.87,69.32,72.02731707,1170,39510889944,31.6,27.9,35.2,..
1970,YR1970,Sweden,SWE,Yes,77.2,72.22,74.64926829,4690,37720223567,13.4,11.5,15.2,..
1970,YR1970,Switzerland,CHE,Yes,76.16,70.03,73.0202439,..,..,18.4,15.8,20.9,..
1970,YR1970,Turkiye,TUR,Yes,60.111,54.136,56.895,550,19463040473,187,183.6,190.3,..
1970,YR1970,United Kingdom,GBR,Yes,75.2,68.9,71.97317073,2540,1.4159E+11,21,18.3,23.6,..
1970,YR1970,United States,USA,Yes,74.7,67.1,70.80731707,5230,1.0729E+12,23.2,20.4,26,..
1969,YR1969,Australia,AUS,Yes,74.38,67.72,70.96878049,2980,36512152602,21.7,19,24.4,..
1969,YR1969,Austria,AUT,Yes,73.27,66.56,69.83317073,1850,13757221942,29.3,25.2,33.1,..
1969,YR1969,Belgium,BEL,Yes,74.13,67.56,70.76487805,2510,24221708059,24.8,21.3,28.1,..
1969,YR1969,Canada,CAN,Yes,76.01,69.16,72.50146341,..,..,23,20.2,25.6,..
1969,YR1969,Chile,CHL,Yes,64.761,59.234,61.905,820,7961652166,82.1,76.4,87.6,..
1969,YR1969,Colombia,COL,Yes,63.274,59.147,61.216,320,6613883700,101.1,94.5,107.3,..
1969,YR1969,Costa Rica,CRI,Yes,67.522,62.711,65.016,470,847838887.5,78.5,73.3,83.5,..
1969,YR1969,Czechia,CZE,Yes,73.06,65.85,69.36707317,..,..,..,..,..,..
1969,YR1969,Denmark,DNK,Yes,75.7,70.86,73.22097561,3140,15354585188,17.4,14.5,20.1,..
1969,YR1969,Estonia,EST,Yes,73.827,64.922,69.26590244,..,..,..,..,..,..
1969,YR1969,Finland,FIN,Yes,73.56,65.64,69.50341463,2270,10474257505,16.8,14.6,19,..
1969,YR1969,France,FRA,Yes,75.3,67.8,71.45853659,2830,1.45298E+11,19.1,16.7,21.4,..
1969,YR1969,Germany,DEU,Yes,73.303,67.301,70.22880488,..,..,26.4,22.8,29.8,..
1969,YR1969,Greece,GRC,Yes,74.405,69.718,72.00434146,1370,12056805468,33.8,31.2,36.3,..
1969,YR1969,Hungary,HUN,Yes,72.06,66.7,69.31463415,..,..,39.8,35.6,43.7,..
1969,YR1969,Iceland,ISL,Yes,76.45,71.23,73.77634146,2490,505794531.7,16.6,14.8,18.3,..
1969,YR1969,Ireland,IRL,Yes,73.086,68.726,70.85282927,..,..,23,20.5,25.3,..
1969,YR1969,Israel,ISR,Yes,72.84,69.19,70.9704878,1700,4891447068,29.1,26.8,31.2,..
1969,YR1969,Italy,ITA,Yes,73.88,67.89,70.81195122,1850,99159428098,35.1,31.4,38.6,..
1969,YR1969,Japan,JPN,Yes,74.67,69.18,71.85804878,1680,1.7168E+11,18.5,16.1,20.7,..
1969,YR1969,"Korea, Rep.",KOR,Yes,66.103,58.192,62.05102439,240,7500244904,66,62,69.8,..
1969,YR1969,Latvia,LVA,Yes,74.55,65.27,69.79682927,..,..,..,..,..,..
1969,YR1969,Lithuania,LTU,Yes,74.98,67.07,70.92853659,..,..,24.9,21.7,28,..
1969,YR1969,Luxembourg,LUX,Yes,73.042,66.089,69.48070732,2560,864924663.7,23.6,20.7,26.3,..
1969,YR1969,Mexico,MEX,Yes,62.388,58.22,60.25,660,31986204181,110.6,104.8,116,..
1969,YR1969,Netherlands,NLD,Yes,76.29,70.92,73.5395122,2550,32827993929,16.4,14.1,18.6,..
1969,YR1969,New Zealand,NZL,Yes,74.7,68.4,71.47317073,..,..,21.2,18.3,23.9,..
1969,YR1969,Norway,NOR,Yes,76.67,70.8,73.66341463,2850,10980494757,16.9,14.4,19.2,..
1969,YR1969,Poland,POL,Yes,73.1,66.5,69.7195122,..,..,37.6,32.7,42.1,..
1969,YR1969,Portugal,PRT,Yes,69.568,63.145,66.27817073,790,6937445251,72.7,66.7,78.3,..
1969,YR1969,Slovak Republic,SVK,Yes,73.055,66.691,69.79539024,..,..,..,..,..,..
1969,YR1969,Slovenia,SVN,Yes,72.1,64.8,68.36097561,..,..,..,..,..,..
1969,YR1969,Spain,ESP,Yes,73.89,68.36,71.05756098,1110,36985594978,33.9,30,37.7,..
1969,YR1969,Sweden,SWE,Yes,76.61,71.68,74.08487805,4100,32673080922,13.9,11.9,15.8,..
1969,YR1969,Switzerland,CHE,Yes,75.65,69.72,72.61268293,..,..,19.2,16.5,21.7,..
1969,YR1969,Turkiye,TUR,Yes,59.595,53.598,56.378,550,19062121470,192.7,189.2,196.1,..
1969,YR1969,United Kingdom,GBR,Yes,75,68.6,71.72195122,..,..,21.4,18.7,24,..
1969,YR1969,United States,USA,Yes,74.4,66.8,70.50731707,5070,1.02799E+12,24.1,21.1,27,..
1968,YR1968,Australia,AUS,Yes,74.32,67.68,70.91902439,2730,32792205195,21.9,19.2,24.5,..
1968,YR1968,Austria,AUT,Yes,73.52,66.76,70.05756098,1680,12488031184,29.7,25.7,33.6,..
1968,YR1968,Belgium,BEL,Yes,73.92,67.62,70.69317073,2270,21872541388,25.5,22,28.8,..
1968,YR1968,Canada,CAN,Yes,75.78,69.09,72.35341463,..,..,24,21.2,26.6,..
1968,YR1968,Chile,CHL,Yes,64.419,59.016,61.63,790,7470239726,86.7,80.4,92.7,..
1968,YR1968,Colombia,COL,Yes,62.894,58.84,60.871,310,6190448195,104.6,97.9,110.9,..
1968,YR1968,Costa Rica,CRI,Yes,66.545,62.449,64.428,440,771172922.6,81.9,76.9,86.6,..
1968,YR1968,Czechia,CZE,Yes,73.38,66.47,69.84073171,..,..,..,..,..,..
