"","Year","Time.Code","Country_Name","Country_Code","OECD","LifeExp_Female","LifeExp_Male","LifeExp_Total","GNIPerCapita","GNI","Mortality_U5_Total","Mortality_U5_Female","Mortality_U5_Male","HealthExp_percent_GDP"
"622",2004,"YR2004","Slovak Republic","SVK","Yes",77.8,70.3,73.95853659,9060,48686151198,8.5,7.6,9.3,6.37190437
"623",2004,"YR2004","Slovenia","SVN","Yes",81.1,73.5,77.20731707,15610,31173357006,4.4,4,4.8,7.93957281
"624",2004,"YR2004","Spain","ESP","Yes",83.2,76.7,79.87073171,22130,9.50024e+11,4.9,4.4,5.3,7.65842772
"625",2004,"YR2004","Sweden","SWE","Yes",82.7,78.4,80.49756098,39790,3.57822e+11,3.7,3.4,4.1,8.1296196
"626",2004,"YR2004","Switzerland","CHE","Yes",83.7,78.6,81.08780488,55000,4.0644e+11,5.2,4.7,5.7,10.1849556
"627",2004,"YR2004","Turkiye","TUR","Yes",76.564,69.996,73.24,5210,3.53354e+11,28.1,26.7,29.5,4.9096446
"628",2004,"YR2004","United Kingdom","GBR","Yes",81,76.6,78.74634146,37810,2.26801e+12,6.1,5.5,6.7,8.32724667
"629",2004,"YR2004","United States","USA","Yes",80.1,75,77.48780488,43510,1.27402e+13,8.1,7.2,8.9,14.54663658
"630",2003,"YR2003","Australia","AUS","Yes",82.8,77.8,80.23902439,21370,4.21474e+11,5.9,5.3,6.5,7.88292599
"631",2003,"YR2003","Austria","AUT","Yes",81.5,75.9,78.63170732,28100,2.28183e+11,5.2,4.7,5.7,9.5472393
"632",2003,"YR2003","Belgium","BEL","Yes",81.1,75.3,78.12926829,27100,2.81156e+11,5.3,4.7,5.9,9.16443539
"633",2003,"YR2003","Canada","CAN","Yes",82.23,77.32,79.71512195,25480,8.06281e+11,6.2,5.6,6.7,9.01090145
"634",2003,"YR2003","Chile","CHL","Yes",80.433,74.306,77.387,4620,73254188607,9.5,8.6,10.4,7.33330393
"635",2003,"YR2003","Colombia","COL","Yes",76.252,68.622,72.361,2400,98456176452,22.8,20.2,25.4,5.77505875
"636",2003,"YR2003","Costa Rica","CRI","Yes",80.412,75.82,78.072,4000,16769538004,11.8,10.6,12.9,6.9691925
"637",2003,"YR2003","Czechia","CZE","Yes",78.5,72,75.17073171,8110,82646418909,4.8,4.2,5.3,6.52412462
"638",2003,"YR2003","Denmark","DNK","Yes",79.5,74.9,77.14390244,34750,1.87336e+11,5.2,4.7,5.7,8.9036293
"639",2003,"YR2003","Estonia","EST","Yes",76.9,66,71.31707317,5730,7859558696,8.5,7.5,9.5,4.86138248
"640",2003,"YR2003","Finland","FIN","Yes",81.8,75.1,78.36829268,28800,1.50119e+11,4,3.5,4.4,7.9380517
"641",2003,"YR2003","France","FRA","Yes",82.7,75.7,79.11463415,26000,1.61847e+12,4.9,4.3,5.5,10.08283424
"642",2003,"YR2003","Germany","DEU","Yes",81.3,75.6,78.3804878,26140,2.15776e+12,5,4.5,5.5,10.40202236
"643",2003,"YR2003","Hungary","HUN","Yes",76.5,68.3,72.3,6630,67132861633,8.4,7.6,9.1,8.11923504
"644",2003,"YR2003","Iceland","ISL","Yes",82.5,79.5,80.96341463,33710,9761099345,3.4,3.1,3.6,9.72930241
"645",2003,"YR2003","Ireland","IRL","Yes",80.7,75.7,78.13902439,29980,1.19829e+11,6,5.5,6.6,7.00761414
"646",2003,"YR2003","Israel","ISR","Yes",81.8,77.6,79.64878049,19300,1.29102e+11,6.1,5.7,6.5,7.08494616
"647",2003,"YR2003","Italy","ITA","Yes",82.8,77.3,79.98292683,23410,1.34151e+12,4.8,4.5,5.2,7.83297729
"648",2003,"YR2003","Japan","JPN","Yes",85.33,78.36,81.76,35660,4.55434e+12,4,3.7,4.3,7.48654842
"649",2003,"YR2003","Korea, Rep.","KOR","Yes",80.8,73.8,77.21463415,13790,6.60341e+11,6.4,5.9,6.8,4.4238739
"650",2003,"YR2003","Latvia","LVA","Yes",76.9,65.9,71.26585366,4670,10694645161,11.9,10.8,12.9,5.4793458
"651",2003,"YR2003","Lithuania","LTU","Yes",77.9,66.5,72.06097561,4700,16040367647,9.6,8.6,10.5,6.18627787
"652",2003,"YR2003","Luxembourg","LUX","Yes",80.8,74.8,77.72682927,46050,20798276250,3.8,3.4,4.1,6.96221447
"653",2003,"YR2003","Mexico","MEX","Yes",76.921,71.653,74.274,7410,7.59045e+11,24.8,22.3,27.2,5.81486416
"654",2003,"YR2003","Netherlands","NLD","Yes",80.9,76.2,78.49268293,30290,4.91501e+11,5.7,5.1,6.3,9.05657101
"655",2003,"YR2003","New Zealand","NZL","Yes",81.4,77,79.14634146,16990,68410021269,6.9,6.2,7.6,7.72169256
"656",2003,"YR2003","Norway","NOR","Yes",81.9,77,79.3902439,44830,2.04651e+11,4.4,3.9,4.8,9.21471977
"657",2003,"YR2003","Poland","POL","Yes",78.9,70.5,74.59756098,5500,2.10093e+11,8.1,7.3,8.9,5.95371294
"658",2003,"YR2003","Portugal","PRT","Yes",80.6,74,77.2195122,13290,1.39029e+11,5.5,5,6,9.12415695
"659",2003,"YR2003","Slovak Republic","SVK","Yes",77.6,69.8,73.60487805,6980,37500890032,8.8,7.9,9.6,5.44849873
"660",2003,"YR2003","Slovenia","SVN","Yes",80.7,73.2,76.85853659,12630,25205597037,4.7,4.2,5.1,8.09883499
"661",2003,"YR2003","Spain","ESP","Yes",83,76.4,79.6195122,18080,7.62627e+11,5,4.5,5.5,7.563272
"662",2003,"YR2003","Sweden","SWE","Yes",82.4,77.9,80.09512195,32750,2.93386e+11,3.9,3.5,4.2,8.31724644
"663",2003,"YR2003","Switzerland","CHE","Yes",83.2,78,80.53658537,46660,3.42459e+11,5.3,4.8,5.8,10.10937691
"664",2003,"YR2003","Turkiye","TUR","Yes",76.252,69.624,72.89,3900,2.60872e+11,30.3,28.8,31.8,5.01427698
"665",2003,"YR2003","United Kingdom","GBR","Yes",80.7,76.3,78.44634146,32250,1.9235e+12,6.2,5.6,6.8,8.07401752
"666",2003,"YR2003","United States","USA","Yes",79.7,74.5,77.03658537,39750,1.15331e+13,8.1,7.2,9,14.50113487
"667",2002,"YR2002","Australia","AUS","Yes",82.6,77.4,79.93658537,20200,3.93777e+11,6,5.3,6.6,7.87807608
"668",2002,"YR2002","Austria","AUT","Yes",81.7,75.8,78.67804878,25030,2.02319e+11,5.3,4.8,5.9,9.3947649
"669",2002,"YR2002","Belgium","BEL","Yes",81.2,75.1,78.07560976,24060,2.48631e+11,5.5,4.8,6.1,8.3182106
"670",2002,"YR2002","Canada","CAN","Yes",82.02,77.16,79.53073171,23580,7.39542e+11,6.2,5.6,6.7,8.85670471
"671",2002,"YR2002","Chile","CHL","Yes",80.582,74.252,77.445,4570,71720503428,9.8,8.8,10.7,7.26602364
"672",2002,"YR2002","Colombia","COL","Yes",75.981,68.076,71.939,2400,97018118698,23.6,20.8,26.1,5.73295689
"673",2002,"YR2002","Costa Rica","CRI","Yes",80.374,75.692,77.983,3750,15451316608,12.1,10.9,13.4,6.86908817
"674",2002,"YR2002","Czechia","CZE","Yes",78.5,72.1,75.22195122,6650,67782248703,5,4.4,5.5,6.17736149
"675",2002,"YR2002","Denmark","DNK","Yes",79.2,74.7,76.89512195,30850,1.65858e+11,5.4,4.9,5.9,8.70251179
"676",2002,"YR2002","Estonia","EST","Yes",77,65.1,70.90487805,4620,6368426360,9.3,8.2,10.3,4.70329475
"677",2002,"YR2002","Finland","FIN","Yes",81.5,74.9,78.1195122,25620,1.33251e+11,4.1,3.6,4.5,7.62769508
"678",2002,"YR2002","France","FRA","Yes",83,75.7,79.26097561,23150,1.43074e+12,5.1,4.5,5.7,10.02218628
"679",2002,"YR2002","Germany","DEU","Yes",81.2,75.4,78.22926829,23680,1.95307e+12,5.1,4.6,5.6,10.18365669
"680",2002,"YR2002","Hungary","HUN","Yes",76.6,68.3,72.34878049,5290,53752940331,9,8.1,9.7,7.1210165
"681",2002,"YR2002","Iceland","ISL","Yes",82.5,78.6,80.50243902,30930,8892356946,3.6,3.3,3.8,9.40382481
"682",2002,"YR2002","Ireland","IRL","Yes",80.4,75,77.63414634,24920,97985442582,6.5,5.9,7.1,6.67263031
"683",2002,"YR2002","Israel","ISR","Yes",81.5,77.5,79.45121951,19130,1.25692e+11,6.4,6,6.8,7.14622402
"684",2002,"YR2002","Italy","ITA","Yes",83.2,77.4,80.22926829,20770,1.18503e+12,5.1,4.7,5.4,7.86693573
"685",2002,"YR2002","Japan","JPN","Yes",85.23,78.32,81.69073171,35360,4.50678e+12,4.1,3.8,4.4,7.35235405
"686",2002,"YR2002","Korea, Rep.","KOR","Yes",80.3,73.4,76.76585366,12850,6.12248e+11,6.8,6.3,7.2,4.16491032
"687",2002,"YR2002","Latvia","LVA","Yes",76.8,65.4,70.96097561,3940,9091776511,12.6,11.4,13.7,5.76281166
"688",2002,"YR2002","Lithuania","LTU","Yes",77.6,66.2,71.76097561,3820,13154225028,9.9,8.9,10.9,6.14446115
"689",2002,"YR2002","Luxembourg","LUX","Yes",81.5,74.6,77.96585366,42520,18969331997,4,3.6,4.4,6.76099968
"690",2002,"YR2002","Mexico","MEX","Yes",76.826,71.422,74.106,7150,7.21831e+11,25.9,23.3,28.4,5.0716424
"691",2002,"YR2002","Netherlands","NLD","Yes",80.7,76,78.29268293,26390,4.26235e+11,5.9,5.3,6.5,8.64913177
"692",2002,"YR2002","New Zealand","NZL","Yes",81.1,76.7,78.84634146,14170,55969116103,7,6.3,7.7,7.90045929
"693",2002,"YR2002","Norway","NOR","Yes",81.6,76.5,78.98780488,39930,1.8122e+11,4.6,4.1,5,9.00061893
"694",2002,"YR2002","Poland","POL","Yes",78.8,70.4,74.49756098,4900,1.87271e+11,8.4,7.6,9.2,6.06724358
"695",2002,"YR2002","Portugal","PRT","Yes",80.6,73.7,77.06585366,11780,1.22735e+11,6.1,5.5,6.6,8.78642941
"696",2002,"YR2002","Slovak Republic","SVK","Yes",77.6,69.8,73.60487805,6040,32455284954,9.1,8.2,10,5.50947618
"697",2002,"YR2002","Slovenia","SVN","Yes",79.9,72.3,76.00731707,10920,21770301556,4.9,4.5,5.3,8.02119827
"698",2002,"YR2002","Spain","ESP","Yes",83,76.3,79.56829268,15630,6.47442e+11,5.1,4.7,5.6,6.80052757
"699",2002,"YR2002","Sweden","SWE","Yes",82.1,77.7,79.84634146,29090,2.59642e+11,4,3.6,4.4,8.21006203
"700",2002,"YR2002","Switzerland","CHE","Yes",83.1,77.8,80.38536585,40640,2.96067e+11,5.4,4.9,5.9,9.85215092
"701",2002,"YR2002","Turkiye","TUR","Yes",75.944,69.318,72.579,3540,2.33696e+11,32.7,31.1,34.2,5.06227875
"702",2002,"YR2002","United Kingdom","GBR","Yes",80.5,75.9,78.14390244,29140,1.73032e+12,6.3,5.7,7,7.70158529
"703",2002,"YR2002","United States","USA","Yes",79.6,74.4,76.93658537,37310,1.07302e+13,8.2,7.4,9.1,13.99167347
"704",2001,"YR2001","Australia","AUS","Yes",82.4,77,79.63414634,20310,3.91552e+11,6.1,5.4,6.7,7.68272257
"705",2001,"YR2001","Austria","AUT","Yes",81.7,75.6,78.57560976,25320,2.03661e+11,5.4,4.9,6,9.26942921
"706",2001,"YR2001","Belgium","BEL","Yes",81.2,74.9,77.97317073,24460,2.51586e+11,5.7,5,6.3,8.14988899
"707",2001,"YR2001","Canada","CAN","Yes",82,76.92,79.39804878,23110,7.16805e+11,6.2,5.6,6.7,8.62482357
"708",2001,"YR2001","Chile","CHL","Yes",79.921,73.6,76.773,4820,74868558438,10.3,9.3,11.2,7.15104151
"709",2001,"YR2001","Colombia","COL","Yes",75.66,67.545,71.502,2350,93638890837,24.3,21.4,27,5.94238234
"710",2001,"YR2001","Costa Rica","CRI","Yes",79.893,75.297,77.545,3660,14822789771,12.6,11.2,13.9,6.47409916
"711",2001,"YR2001","Czechia","CZE","Yes",78.4,72.1,75.17317073,6350,64837830684,5.2,4.6,5.8,5.86295414
"712",2001,"YR2001","Denmark","DNK","Yes",79.2,74.5,76.79268293,31410,1.68326e+11,5.5,5,6,8.44832516
"713",2001,"YR2001","Estonia","EST","Yes",76.2,64.6,70.25853659,4310,5983865779,10.1,8.9,11.3,4.78060246
"714",2001,"YR2001","Finland","FIN","Yes",81.5,74.6,77.96585366,25850,1.34096e+11,4.2,3.7,4.6,7.25090456
"715",2001,"YR2001","France","FRA","Yes",83,75.5,79.15853659,23870,1.46483e+12,5.3,4.6,5.9,9.7056284
"716",2001,"YR2001","Germany","DEU","Yes",81.3,75.5,78.32926829,24770,2.03959e+12,5.2,4.7,5.7,9.92069149
"717",2001,"YR2001","Hungary","HUN","Yes",76.5,68.2,72.24878049,4790,48756201755,9.6,8.7,10.4,6.82614756
"718",2001,"YR2001","Iceland","ISL","Yes",83.2,78.3,80.6902439,30700,8749898609,3.8,3.5,4.1,8.75266171
"719",2001,"YR2001","Ireland","IRL","Yes",79.9,74.5,77.13414634,24080,93112659404,6.9,6.2,7.5,6.39249372
"720",2001,"YR2001","Israel","ISR","Yes",81.2,77.7,79.40731707,19920,1.28293e+11,6.6,6.2,7.1,7.22309399
"721",2001,"YR2001","Italy","ITA","Yes",83.2,77.2,80.12682927,21190,1.20741e+12,5.3,4.9,5.7,7.73760843
"722",2001,"YR2001","Japan","JPN","Yes",84.93,78.07,81.41634146,37380,4.75328e+12,4.3,4,4.6,7.23947906
"723",2001,"YR2001","Korea, Rep.","KOR","Yes",80.1,72.9,76.41219512,11950,5.66262e+11,7.1,6.7,7.6,4.42762327
"724",2001,"YR2001","Latvia","LVA","Yes",76.6,65.2,70.76097561,3600,8417097769,13.4,12.1,14.6,5.77004433
"725",2001,"YR2001","Lithuania","LTU","Yes",77.6,66,71.65853659,3450,11991670066,10.3,9.2,11.3,6.01339626
"726",2001,"YR2001","Luxembourg","LUX","Yes",81,74.8,77.82439024,45000,19870608653,4.3,3.8,4.6,6.38193941
"727",2001,"YR2001","Mexico","MEX","Yes",76.685,71.098,73.867,6800,6.76203e+11,27,24.3,29.6,4.8203578
"728",2001,"YR2001","Netherlands","NLD","Yes",80.7,75.8,78.1902439,26840,4.30727e+11,6.1,5.4,6.7,8.05945873
"729",2001,"YR2001","New Zealand","NZL","Yes",81.1,76.4,78.69268293,13800,53569528997,7.2,6.4,7.9,7.5789361
"730",2001,"YR2001","Norway","NOR","Yes",81.5,76.2,78.78536585,38280,1.72776e+11,4.7,4.2,5.2,8.02202415
"731",2001,"YR2001","Poland","POL","Yes",78.4,70.2,74.2,4710,1.80111e+11,8.8,8,9.6,5.66721439
"732",2001,"YR2001","Portugal","PRT","Yes",80.4,73.4,76.81463415,11850,1.2279e+11,6.6,6,7.3,8.62751579
"733",2001,"YR2001","Slovak Republic","SVK","Yes",77.5,69.5,73.40243902,5730,30798584252,9.4,8.4,10.3,5.3315053
"734",2001,"YR2001","Slovenia","SVN","Yes",79.6,72.1,75.75853659,10950,21815822902,5.2,4.7,5.6,7.87602425
"735",2001,"YR2001","Spain","ESP","Yes",82.8,76.1,79.36829268,15540,6.34683e+11,5.3,4.8,5.7,6.76895761
"736",2001,"YR2001","Sweden","SWE","Yes",82.1,77.6,79.79512195,29720,2.64345e+11,4,3.6,4.5,7.90032959
"737",2001,"YR2001","Switzerland","CHE","Yes",83.1,77.4,80.1804878,42010,3.03758e+11,5.5,5,6.1,9.43919373
"738",2001,"YR2001","Turkiye","TUR","Yes",75.623,68.957,72.231,3530,2.29517e+11,35.2,33.5,36.9,4.88784933
"739",2001,"YR2001","United Kingdom","GBR","Yes",80.4,75.7,77.99268293,29010,1.71512e+12,6.4,5.8,7.1,7.39209652
"740",2001,"YR2001","United States","USA","Yes",79.5,74.3,76.83658537,36700,1.04593e+13,8.3,7.5,9.1,13.16466713
"741",2000,"YR2000","Australia","AUS","Yes",82,76.6,79.23414634,21280,4.05002e+11,6.2,5.5,6.8,7.59961653
"742",2000,"YR2000","Austria","AUT","Yes",81.2,75.2,78.12682927,26810,2.14816e+11,5.5,4.9,6,9.20371342
"743",2000,"YR2000","Belgium","BEL","Yes",81,74.6,77.72195122,25890,2.65413e+11,5.9,5.2,6.5,7.99917603
"744",2000,"YR2000","Canada","CAN","Yes",81.82,76.64,79.16682927,22750,6.98134e+11,6.2,5.6,6.8,8.24814415
"745",2000,"YR2000","Chile","CHL","Yes",79.977,73.714,76.87,5080,77935156152,10.9,9.9,11.9,7.03517675
"746",2000,"YR2000","Colombia","COL","Yes",75.542,67.312,71.32,2360,92669093766,25.1,22.1,27.9,5.63529348
"747",2000,"YR2000","Costa Rica","CRI","Yes",80.038,75.252,77.586,3560,14147095325,13.1,11.6,14.5,6.56498671
"748",2000,"YR2000","Czechia","CZE","Yes",78.4,71.7,74.96829268,6340,64985326114,5.5,4.8,6.1,5.70103025
"749",2000,"YR2000","Denmark","DNK","Yes",79,74.3,76.59268293,32580,1.73981e+11,5.6,5.1,6.2,8.10438347
"750",2000,"YR2000","Estonia","EST","Yes",76,65.1,70.41707317,4170,5820015771,11,9.7,12.3,5.16377735
"751",2000,"YR2000","Finland","FIN","Yes",81,74.1,77.46585366,26480,1.37074e+11,4.3,3.8,4.7,7.09253168
"752",2000,"YR2000","France","FRA","Yes",83,75.3,79.05609756,24990,1.52227e+12,5.4,4.7,6,9.58447742
"753",2000,"YR2000","Germany","DEU","Yes",81,75,77.92682927,26180,2.15193e+12,5.4,4.8,5.9,9.8881979
"754",2000,"YR2000","Hungary","HUN","Yes",75.6,67.1,71.24634146,4620,47144494749,10.1,9.2,11.1,6.77804327
"755",2000,"YR2000","Iceland","ISL","Yes",81.6,77.8,79.65365854,31540,8869735783,4,3.7,4.3,8.89924335
"756",2000,"YR2000","Ireland","IRL","Yes",79.2,74,76.53658537,24130,91821846293,7.1,6.4,7.8,5.89902735
"757",2000,"YR2000","Israel","ISR","Yes",80.9,77.1,78.95365854,19960,1.25504e+11,6.9,6.4,7.4,6.79617071
"758",2000,"YR2000","Italy","ITA","Yes",82.8,76.9,79.77804878,21910,1.24764e+12,5.6,5.2,6,7.56665516
"759",2000,"YR2000","Japan","JPN","Yes",84.6,77.72,81.07609756,36810,4.66926e+12,4.5,4.1,4.9,7.03456163
"760",2000,"YR2000","Korea, Rep.","KOR","Yes",79.7,72.3,75.9097561,11030,5.18606e+11,7.5,7,8,3.89759398
"761",2000,"YR2000","Latvia","LVA","Yes",76,64.9,70.31463415,3320,7863357763,14.2,12.8,15.5,5.43338442
"762",2000,"YR2000","Lithuania","LTU","Yes",77.5,66.8,72.0195122,3210,11230719155,10.7,9.6,11.8,6.19950438
"763",2000,"YR2000","Luxembourg","LUX","Yes",81.1,74.8,77.87317073,45690,19935821208,4.5,4.1,4.9,5.92533875
"764",2000,"YR2000","Mexico","MEX","Yes",76.512,70.692,73.569,6280,6.14243e+11,28.3,25.5,31,4.44912481
"765",2000,"YR2000","Netherlands","NLD","Yes",80.6,75.5,77.98780488,28160,4.4849e+11,6.2,5.5,6.8,7.7069602
"766",2000,"YR2000","New Zealand","NZL","Yes",81.3,76.1,78.63658537,14070,54292466806,7.4,6.6,8.1,7.4700222
"767",2000,"YR2000","Norway","NOR","Yes",81.4,76,78.63414634,36600,1.64362e+11,4.9,4.3,5.4,7.71215487
"768",2000,"YR2000","Poland","POL","Yes",78,69.7,73.74878049,4670,1.78732e+11,9.3,8.4,10.2,5.28789568
"769",2000,"YR2000","Portugal","PRT","Yes",79.9,72.9,76.31463415,12180,1.25367e+11,7.2,6.5,7.9,8.60104179
"770",2000,"YR2000","Slovak Republic","SVK","Yes",77.2,69.1,73.05121951,5540,29845119860,9.8,8.7,10.7,5.30256939
"771",2000,"YR2000","Slovenia","SVN","Yes",79.1,71.9,75.41219512,11270,22413932465,5.5,4.9,6,7.80406952
"772",2000,"YR2000","Spain","ESP","Yes",82.5,75.6,78.96585366,15790,6.40418e+11,5.4,4.9,5.9,6.7992177
"773",2000,"YR2000","Sweden","SWE","Yes",82,77.4,79.64390244,31610,2.80487e+11,4.1,3.7,4.5,7.32689953
"774",2000,"YR2000","Switzerland","CHE","Yes",82.6,76.9,79.6804878,44580,3.20278e+11,5.6,5,6.2,9.11401939
"775",2000,"YR2000","Turkiye","TUR","Yes",75.274,68.582,71.861,4260,2.72933e+11,37.9,36,39.6,4.59957218
"776",2000,"YR2000","United Kingdom","GBR","Yes",80.2,75.4,77.74146341,29390,1.73074e+12,6.5,5.8,7.2,7.19114876
"777",2000,"YR2000","United States","USA","Yes",79.3,74.1,76.63658537,35960,1.01466e+13,8.4,7.6,9.3,12.48710918
